Zip Code,Receive Date/Time
,"Tue, 19 Jan 2021 15:55:42 CST"
,"Tue, 19 Jan 2021 16:02:12 CST"
,"Tue, 19 Jan 2021 16:13:09 CST"
,"Tue, 19 Jan 2021 17:15:44 CST"
,"Tue, 19 Jan 2021 17:20:03 CST"
60804-0000,"Tue, 19 Jan 2021 14:43:59 CST"
60640-0000,"Tue, 19 Jan 2021 14:53:29 CST"
60611-0000,"Tue, 19 Jan 2021 14:55:19 CST"
,"Tue, 19 Jan 2021 15:02:56 CST"
60804-0000,"Tue, 19 Jan 2021 15:03:52 CST"
60804-0000,"Tue, 19 Jan 2021 15:05:24 CST"
60804,"Tue, 19 Jan 2021 10:25:41 CST"
60804,"Tue, 19 Jan 2021 10:31:31 CST"
60804,"Tue, 19 Jan 2021 13:19:37 CST"
60804-0000,"Tue, 19 Jan 2021 13:26:19 CST"
60804-0000,"Tue, 19 Jan 2021 13:32:41 CST"
60804-0000,"Tue, 19 Jan 2021 13:28:40 CST"
60804-0000,"Tue, 19 Jan 2021 13:34:39 CST"
608040000,"Tue, 19 Jan 2021 13:38:09 CST"
608040000,"Tue, 19 Jan 2021 13:42:11 CST"
608040000,"Tue, 19 Jan 2021 13:43:12 CST"
608040000,"Tue, 19 Jan 2021 13:45:17 CST"
60501-0000,"Tue, 19 Jan 2021 13:54:02 CST"
60501-0000,"Tue, 19 Jan 2021 14:01:18 CST"
60513-0000,"Tue, 19 Jan 2021 14:03:41 CST"
60804,"Tue, 19 Jan 2021 14:05:45 CST"
60804,"Tue, 19 Jan 2021 14:23:36 CST"
60402-0000,"Tue, 19 Jan 2021 14:07:08 CST"
60804,"Wed, 20 Jan 2021 09:43:41 CST"
